"","ISO","Country","admin_name","long","lat"
"1","AFG","Afghanistan","Badakhshan","71.4609129762575","37.0324747400517"
"2","AFG","Afghanistan","Badghis","63.7532277548139","35.139323851754"
"3","AFG","Afghanistan","Baghlan","68.7146545116832","35.70516485007"
"4","AFG","Afghanistan","Balkh","67.1345578689046","36.6480185214442"
"5","AFG","Afghanistan","Bamyan","67.1805956198855","34.7227986268749"
"6","AFG","Afghanistan","Daykundi","66.1832590935025","33.755258897888"
"7","AFG","Afghanistan","Farah","62.3026113588369","32.6050896459078"
"8","AFG","Afghanistan","Faryab","64.8634167149657","36.068702392815"
"9","AFG","Afghanistan","Ghazni","67.8272442141813","33.2900660775336"
"10","AFG","Afghanistan","Ghor","64.885813875199","34.183208699405"
"11","AFG","Afghanistan","Hilmand","64.0154451508341","31.1398523361187"
"12","AFG","Afghanistan","Hirat","62.1203171132259","34.191417295362"
"13","AFG","Afghanistan","Jawzjan","65.8664576043605","36.8193279585865"
"14","AFG","Afghanistan","Kabul","69.31183991779","34.5591366737463"
"15","AFG","Afghanistan","Kandahar","65.698374399451","30.9731222959965"
"16","AFG","Afghanistan","Kapisa","69.6195909362897","34.9621748529639"
"17","AFG","Afghanistan","Khost","69.87100266832","33.3712426252851"
"18","AFG","Afghanistan","Kunar","71.116536473474","34.9637970131129"
"19","AFG","Afghanistan","Kunduz","68.7511906225349","36.8399469372441"
"20","AFG","Afghanistan","Laghman","70.1434609308249","34.7557683298505"
"21","AFG","Afghanistan","Logar","69.0788244277149","33.9941835943448"
"22","AFG","Afghanistan","Nangarhar","70.4671310161937","34.2751949738182"
"23","AFG","Afghanistan","Nimroz","62.3145261021943","30.805066044791"
"24","AFG","Afghanistan","Nuristan","70.800384976675","35.4109686639629"
"25","AFG","Afghanistan","Paktika","68.7534709948492","32.4780563526982"
"26","AFG","Afghanistan","Paktya","69.4264138772725","33.6815778215975"
"27","AFG","Afghanistan","Panjshir","69.8210170451985","35.4552652340432"
"28","AFG","Afghanistan","Parwan","68.8898336141176","34.9692604441441"
"29","AFG","Afghanistan","Samangan","67.7402918216097","35.9508550261178"
