country,admin1,country_name,admin1_name
COD,COD.23_1,Democratic Republic of the Congo,Sud-Ubangi
COD,COD.24_1,Democratic Republic of the Congo,Tanganyika
COD,COD.25_1,Democratic Republic of the Congo,Tshopo
COD,COD.26_1,Democratic Republic of the Congo,Tshuapa
DNK,DNK.1_1,Denmark,Hovedstaden
DNK,DNK.2_1,Denmark,Midtjylland
DNK,DNK.3_1,Denmark,Nordjylland
DNK,DNK.4_1,Denmark,Sjælland
DNK,DNK.5_1,Denmark,Syddanmark
DJI,DJI.1_1,Djibouti,Ali Sabieh
DJI,DJI.2_1,Djibouti,Dikhil
DJI,DJI.3_1,Djibouti,Djibouti
DJI,DJI.4_1,Djibouti,Obock
DJI,DJI.5_1,Djibouti,Tadjourah
DOM,DOM.1_1,Dominican Republic,Azua
DOM,DOM.2_1,Dominican Republic,Bahoruco
DOM,DOM.3_1,Dominican Republic,Barahona
DOM,DOM.4_1,Dominican Republic,Dajabón
DOM,DOM.5_1,Dominican Republic,Distrito Nacional
DOM,DOM.6_1,Dominican Republic,Duarte
DOM,DOM.7_1,Dominican Republic,El Seybo
DOM,DOM.8_1,Dominican Republic,Espaillat
DOM,DOM.9_1,Dominican Republic,Hato Mayor
DOM,DOM.10_1,Dominican Republic,Independencia
DOM,DOM.11_1,Dominican Republic,La Altagracia
DOM,DOM.12_1,Dominican Republic,La Estrelleta
DOM,DOM.13_1,Dominican Republic,La Romana
DOM,DOM.14_1,Dominican Republic,La Vega
DOM,DOM.15_1,Dominican Republic,María Trinidad Sánchez
DOM,DOM.16_1,Dominican Republic,Monseñor Nouel
DOM,DOM.17_1,Dominican Republic,Monte Cristi
DOM,DOM.18_1,Dominican Republic,Monte Plata
DOM,DOM.19_1,Dominican Republic,Pedernales
DOM,DOM.20_1,Dominican Republic,Peravia
DOM,DOM.21_1,Dominican Republic,Puerto Plata
DOM,DOM.22_1,Dominican Republic,Salcedo
DOM,DOM.23_1,Dominican Republic,Samaná
DOM,DOM.24_1,Dominican Republic,San Cristóbal
DOM,DOM.25_1,Dominican Republic,San José de Ocoa
DOM,DOM.26_1,Dominican Republic,San Juan
DOM,DOM.27_1,Dominican Republic,San Pedro de Macorís
DOM,DOM.28_1,Dominican Republic,Sánchez Ramírez
DOM,DOM.29_1,Dominican Republic,Santiago Rodríguez
DOM,DOM.30_1,Dominican Republic,Santiago
DOM,DOM.31_1,Dominican Republic,Santo Domingo
DOM,DOM.32_1,Dominican Republic,Valverde
DMA,DMA.1_1,Dominica,Saint Andrew
DMA,DMA.2_1,Dominica,Saint David
DMA,DMA.3_1,Dominica,Saint George
DMA,DMA.4_1,Dominica,Saint John
DMA,DMA.5_1,Dominica,Saint Joseph
DMA,DMA.6_1,Dominica,Saint Luke
DMA,DMA.7_1,Dominica,Saint Mark
DMA,DMA.8_1,Dominica,Saint Patrick
DMA,DMA.9_1,Dominica,Saint Paul
DMA,DMA.10_1,Dominica,Saint Peter
ECU,ECU.1_1,Ecuador,Azuay
ECU,ECU.2_1,Ecuador,Bolivar
ECU,ECU.3_1,Ecuador,Cañar
ECU,ECU.4_1,Ecuador,Carchi
ECU,ECU.5_1,Ecuador,Chimborazo
ECU,ECU.6_1,Ecuador,Cotopaxi
ECU,ECU.7_1,Ecuador,El Oro
ECU,ECU.8_1,Ecuador,Esmeraldas
ECU,ECU.9_1,Ecuador,Galápagos
ECU,ECU.10_1,Ecuador,Guayas
ECU,ECU.11_1,Ecuador,Imbabura
ECU,ECU.12_1,Ecuador,Loja
ECU,ECU.13_1,Ecuador,Los Rios
ECU,ECU.14_1,Ecuador,Manabi
ECU,ECU.15_1,Ecuador,Morona Santiago
ECU,ECU.16_1,Ecuador,Napo
ECU,ECU.17_1,Ecuador,Orellana
ECU,ECU.18_1,Ecuador,Pastaza
ECU,ECU.19_1,Ecuador,Pichincha
ECU,ECU.20_1,Ecuador,Santa Elena
ECU,ECU.21_1,Ecuador,Santo Domingo de los Tsachilas
ECU,ECU.22_1,Ecuador,Sucumbios
ECU,ECU.23_1,Ecuador,Tungurahua
ECU,ECU.24_1,Ecuador,Zamora Chinchipe
EGY,EGY.1_1,Egypt,Ad Daqahliyah
EGY,EGY.2_1,Egypt,Al Bahr al Ahmar
EGY,EGY.3_1,Egypt,Al Buhayrah
EGY,EGY.4_1,Egypt,Al Fayyum
EGY,EGY.5_1,Egypt,Al Gharbiyah
EGY,EGY.6_1,Egypt,Al Iskandariyah
EGY,EGY.7_1,Egypt,Al Isma`iliyah
EGY,EGY.8_1,Egypt,Al Jizah
EGY,EGY.9_1,Egypt,Al Minufiyah
EGY,EGY.10_1,Egypt,Al Minya
EGY,EGY.11_1,Egypt,Al Qahirah
EGY,EGY.12_1,Egypt,Al Qalyubiyah
EGY,EGY.13_1,Egypt,Al Uqsur
EGY,EGY.14_1,Egypt,Al Wadi al Jadid
EGY,EGY.15_1,Egypt,As Suways
EGY,EGY.16_1,Egypt,Ash Sharqiyah
EGY,EGY.17_1,Egypt,Aswan
EGY,EGY.18_1,Egypt,Asyut
EGY,EGY.19_1,Egypt,Bani Suwayf
EGY,EGY.20_1,Egypt,Bur Sa`id
EGY,EGY.21_1,Egypt,Dumyat
EGY,EGY.22_1,Egypt,Janub Sina'
EGY,EGY.23_1,Egypt,Kafr ash Shaykh
EGY,EGY.24_1,Egypt,Matrouh
EGY,EGY.25_1,Egypt,Qina
EGY,EGY.26_1,Egypt,Shamal Sina'
EGY,EGY.27_1,Egypt,Suhaj
SLV,SLV.1_1,El Salvador,Ahuachapán
SLV,SLV.2_1,El Salvador,Cabañas
SLV,SLV.3_1,El Salvador,Chalatenango
SLV,SLV.4_1,El Salvador,Cuscatlán
SLV,SLV.5_1,El Salvador,La Libertad
SLV,SLV.6_1,El Salvador,La Paz
SLV,SLV.7_1,El Salvador,La Unión
SLV,SLV.8_1,El Salvador,Morazán
SLV,SLV.9_1,El Salvador,San Miguel
SLV,SLV.10_1,El Salvador,San Salvador
SLV,SLV.11_1,El Salvador,San Vicente
SLV,SLV.12_1,El Salvador,Santa Ana
SLV,SLV.13_1,El Salvador,Sonsonate
SLV,SLV.14_1,El Salvador,Usulután
GNQ,GNQ.1_1,Equatorial Guinea,Annobón
GNQ,GNQ.2_1,Equatorial Guinea,Bioko Norte
GNQ,GNQ.3_1,Equatorial Guinea,Bioko Sur
GNQ,GNQ.4_1,Equatorial Guinea,Centro Sur
GNQ,GNQ.5_1,Equatorial Guinea,Kié-Ntem
GNQ,GNQ.6_1,Equatorial Guinea,Litoral
GNQ,GNQ.7_1,Equatorial Guinea,Wele-Nzas
ERI,ERI.1_1,Eritrea,Anseba
ERI,ERI.2_1,Eritrea,Debub
ERI,ERI.3_1,Eritrea,Debubawi Keyih Bahri
ERI,ERI.4_1,Eritrea,Gash Barka
ERI,ERI.5_1,Eritrea,Maekel
ERI,ERI.6_1,Eritrea,Semenawi Keyih Bahri
EST,EST.1_1,Estonia,Harju
EST,EST.2_1,Estonia,Hiiu
EST,EST.3_1,Estonia,Ida-Viru
EST,EST.4_1,Estonia,Järva
EST,EST.5_1,Estonia,Jõgeva
EST,EST.6_1,Estonia,Lääne-Viru
EST,EST.7_1,Estonia,Lääne
EST,EST.8_1,Estonia,Pärnu
EST,EST.9_1,Estonia,Peipsi
EST,EST.10_1,Estonia,Põlva
EST,EST.11_1,Estonia,Rapla
EST,EST.12_1,Estonia,Saare
EST,EST.13_1,Estonia,Tartu
EST,EST.14_1,Estonia,Valga
EST,EST.15_1,Estonia,Viljandi
EST,EST.16_1,Estonia,Võru
ETH,ETH.1_1,Ethiopia,Addis Abeba
ETH,ETH.2_1,Ethiopia,Afar
ETH,ETH.3_1,Ethiopia,Amhara
ETH,ETH.4_1,Ethiopia,Benshangul-Gumaz
ETH,ETH.5_1,Ethiopia,Dire Dawa
ETH,ETH.6_1,Ethiopia,Gambela Peoples
ETH,ETH.7_1,Ethiopia,Harari People
ETH,ETH.8_1,Ethiopia,Oromia
ETH,ETH.9_1,Ethiopia,Somali
ETH,ETH.10_1,Ethiopia,"Southern Nations, Nationalities and Peoples"
ETH,ETH.11_1,Ethiopia,Tigray
NA,NA,Falkland Islands,NA
FRO,FRO.1_1,Faroe Islands,Eysturoyar
FRO,FRO.2_1,Faroe Islands,Norderøerne
FRO,FRO.3_1,Faroe Islands,Sandoyar
FRO,FRO.4_1,Faroe Islands,Streymoyar
FRO,FRO.5_1,Faroe Islands,Suðuroyar
FRO,FRO.6_1,Faroe Islands,Vågø
FJI,FJI.1_1,Fiji,Central
FJI,FJI.2_1,Fiji,Eastern
FJI,FJI.3_1,Fiji,Northern
FJI,FJI.4_1,Fiji,Rotuma
FJI,FJI.5_1,Fiji,Western
FIN,FIN.1_1,Finland,Eastern Finland
FIN,FIN.2_1,Finland,Lapland
FIN,FIN.3_1,Finland,Oulu
FIN,FIN.4_1,Finland,Southern Finland
FIN,FIN.5_1,Finland,Western Finland
FRA,FRA.1_1,France,Auvergne-Rhône-Alpes
FRA,FRA.2_1,France,Bourgogne-Franche-Comté
FRA,FRA.3_1,France,Bretagne
FRA,FRA.4_1,France,Centre-Val de Loire
FRA,FRA.5_1,France,Corse
FRA,FRA.6_1,France,Grand Est
FRA,FRA.7_1,France,Hauts-de-France
FRA,FRA.8_1,France,Île-de-France
FRA,FRA.9_1,France,Normandie
FRA,FRA.10_1,France,Nouvelle-Aquitaine
FRA,FRA.11_1,France,Occitanie
FRA,FRA.12_1,France,Pays de la Loire
FRA,FRA.13_1,France,Provence-Alpes-Côte d'Azur
GUF,GUF.1_1,French Guiana,Cayenne
GUF,GUF.2_1,French Guiana,Saint-Laurent-du-Maroni
PYF,PYF.1_1,French Polynesia,Îles Australes
PYF,PYF.2_1,French Polynesia,Îles du Vent
PYF,PYF.3_1,French Polynesia,Îles Marquises
PYF,PYF.4_1,French Polynesia,Îles Sous-le-Vent
PYF,PYF.5_1,French Polynesia,Îles Tuamotu-Gambier
ATF,ATF.1_1,French Southern Territories,Îles Crozet
ATF,ATF.2_1,French Southern Territories,Îles Éparses
ATF,ATF.3_1,French Southern Territories,Îles Saint Paul et Amsterdam
ATF,ATF.4_1,French Southern Territories,Kerguelen
GAB,GAB.1_1,Gabon,Estuaire
GAB,GAB.2_1,Gabon,Haut-Ogooué
GAB,GAB.3_1,Gabon,Moyen-Ogooué
GAB,GAB.4_1,Gabon,Ngounié
GAB,GAB.5_1,Gabon,Nyanga
GAB,GAB.6_1,Gabon,Ogooué-Ivindo
GAB,GAB.7_1,Gabon,Ogooué-Lolo
GAB,GAB.8_1,Gabon,Ogooué-Maritime
GAB,GAB.9_1,Gabon,Wouleu-Ntem
GMB,GMB.1_1,Gambia,Banjul
GMB,GMB.2_1,Gambia,Lower River
GMB,GMB.3_1,Gambia,Maccarthy Island
GMB,GMB.4_1,Gambia,North Bank
GMB,GMB.5_1,Gambia,Upper River
GMB,GMB.6_1,Gambia,Western
GEO,GEO.1_1,Georgia,Abkhazia
GEO,GEO.2_1,Georgia,Ajaria
GEO,GEO.3_1,Georgia,Guria
GEO,GEO.4_1,Georgia,Imereti
GEO,GEO.5_1,Georgia,Kakheti
GEO,GEO.6_1,Georgia,Kvemo Kartli
GEO,GEO.7_1,Georgia,Mtskheta-Mtianeti
GEO,GEO.8_1,Georgia,Racha-Lechkhumi-Kvemo Svaneti
GEO,GEO.9_1,Georgia,Samegrelo-Zemo Svaneti
GEO,GEO.10_1,Georgia,Samtskhe-Javakheti
GEO,GEO.11_1,Georgia,Shida Kartli
GEO,GEO.12_1,Georgia,Tbilisi
DEU,DEU.1_1,Germany,Baden-Württemberg
DEU,DEU.2_1,Germany,Bayern
DEU,DEU.3_1,Germany,Berlin
DEU,DEU.4_1,Germany,Brandenburg
DEU,DEU.5_1,Germany,Bremen
DEU,DEU.6_1,Germany,Hamburg
DEU,DEU.7_1,Germany,Hessen
DEU,DEU.8_1,Germany,Mecklenburg-Vorpommern
DEU,DEU.9_1,Germany,Niedersachsen
DEU,DEU.10_1,Germany,Nordrhein-Westfalen
DEU,DEU.11_1,Germany,Rheinland-Pfalz
DEU,DEU.12_1,Germany,Saarland
DEU,DEU.13_1,Germany,Sachsen-Anhalt
DEU,DEU.14_1,Germany,Sachsen
DEU,DEU.15_1,Germany,Schleswig-Holstein
DEU,DEU.16_1,Germany,Thüringen
GHA,GHA.1_1,Ghana,Ashanti
GHA,GHA.2_1,Ghana,Brong Ahafo
GHA,GHA.3_1,Ghana,Central
GHA,GHA.4_1,Ghana,Eastern
GHA,GHA.5_1,Ghana,Greater Accra
GHA,GHA.6_1,Ghana,Northern
GHA,GHA.7_1,Ghana,Upper East
GHA,GHA.8_1,Ghana,Upper West
GHA,GHA.9_1,Ghana,Volta
GHA,GHA.10_1,Ghana,Western
GIB,NA,Gibraltar,NA
GRC,GRC.1_1,Greece,Aegean
GRC,GRC.2_1,Greece,Athos
GRC,GRC.3_1,Greece,Attica
GRC,GRC.4_1,Greece,Crete
GRC,GRC.5_1,Greece,Epirus and Western Macedonia
GRC,GRC.6_1,Greece,Macedonia and Thrace
GRC,GRC.7_1,Greece,"Peloponnese, Western Greece and the Ionian Islands"
GRC,GRC.8_1,Greece,Thessaly and Central Greece
GRL,GRL.1_1,Greenland,Kujalleq
GRL,GRL.2_1,Greenland,Northeast Greenland National Park
GRL,GRL.3_1,Greenland,Qaasuitsup
GRL,GRL.4_1,Greenland,Qeqqata
GRL,GRL.5_1,Greenland,Sermersooq
GRD,GRD.1_1,Grenada,Carriacou
GRD,GRD.2_1,Grenada,Saint Andrew
GRD,GRD.3_1,Grenada,Saint David
GRD,GRD.4_1,Grenada,Saint George
GRD,GRD.5_1,Grenada,Saint John
GRD,GRD.6_1,Grenada,Saint Mark
GRD,GRD.7_1,Grenada,Saint Patrick
GLP,GLP.1_1,Guadeloupe,Basse-Terre
GLP,GLP.2_1,Guadeloupe,Pointe-à-Pitre
GUM,GUM.1_1,Guam,Agana Heights
GUM,GUM.2_1,Guam,Agat
GUM,GUM.3_1,Guam,Asan
GUM,GUM.4_1,Guam,Barrigada
GUM,GUM.5_1,Guam,Chalan-Pago-Ordot
GUM,GUM.6_1,Guam,Dededo
GUM,GUM.7_1,Guam,Hagåtña
GUM,GUM.8_1,Guam,Inarajan
GUM,GUM.9_1,Guam,Mangilao
GUM,GUM.10_1,Guam,Merizo
GUM,GUM.11_1,Guam,Mongmong-Toto-Maite
GUM,GUM.12_1,Guam,Piti
GUM,GUM.13_1,Guam,Santa Rita
GUM,GUM.14_1,Guam,Sinajana
GUM,GUM.15_1,Guam,Talofofo
GUM,GUM.16_1,Guam,Tamuning
GUM,GUM.17_1,Guam,Umatac
GUM,GUM.18_1,Guam,Yigo
GUM,GUM.19_1,Guam,Yona
GTM,GTM.1_1,Guatemala,Alta Verapaz
GTM,GTM.2_1,Guatemala,Baja Verapaz
GTM,GTM.3_1,Guatemala,Chimaltenango
GTM,GTM.4_1,Guatemala,Chiquimula
GTM,GTM.5_1,Guatemala,El Progreso
GTM,GTM.6_1,Guatemala,Escuintla
GTM,GTM.7_1,Guatemala,Guatemala
GTM,GTM.8_1,Guatemala,Huehuetenango
GTM,GTM.9_1,Guatemala,Izabal
GTM,GTM.10_1,Guatemala,Jalapa
GTM,GTM.11_1,Guatemala,Jutiapa
GTM,GTM.12_1,Guatemala,Petén
GTM,GTM.13_1,Guatemala,Quezaltenango
GTM,GTM.14_1,Guatemala,Quiché
GTM,GTM.15_1,Guatemala,Retalhuleu
GTM,GTM.16_1,Guatemala,Sacatepéquez
GTM,GTM.17_1,Guatemala,San Marcos
GTM,GTM.18_1,Guatemala,Santa Rosa
GTM,GTM.19_1,Guatemala,Sololá
GTM,GTM.20_1,Guatemala,Suchitepéquez
GTM,GTM.21_1,Guatemala,Totonicapán
GTM,GTM.22_1,Guatemala,Zacapa
GGY,GGY.1_1,Guernsey,Alderney
GGY,GGY.2_1,Guernsey,Brecqhou
GGY,GGY.3_1,Guernsey,Castel
GGY,GGY.4_1,Guernsey,Forest
GGY,GGY.5_1,Guernsey,Herm
GGY,GGY.6_1,Guernsey,Jethou
GGY,GGY.7_1,Guernsey,Saint Andrew
GGY,GGY.8_1,Guernsey,Saint Martin
GGY,GGY.9_1,Guernsey,Saint Peter Port
GGY,GGY.10_1,Guernsey,Saint Pierre du Bois
GGY,GGY.11_1,Guernsey,Saint Sampson
GGY,GGY.12_1,Guernsey,Saint Saviour
GGY,GGY.13_1,Guernsey,Sark
GGY,GGY.14_1,Guernsey,Torteval
GGY,GGY.15_1,Guernsey,Vale
GNB,GNB.1_1,Guinea-Bissau,Bafatá
GNB,GNB.2_1,Guinea-Bissau,Biombo
GNB,GNB.3_1,Guinea-Bissau,Bissau
GNB,GNB.4_1,Guinea-Bissau,Bolama
GNB,GNB.5_1,Guinea-Bissau,Cacheu
GNB,GNB.6_1,Guinea-Bissau,Gabú
GNB,GNB.7_1,Guinea-Bissau,Oio
GNB,GNB.8_1,Guinea-Bissau,Quinara
GNB,GNB.9_1,Guinea-Bissau,Tombali
GIN,GIN.1_1,Guinea,Boké
GIN,GIN.2_1,Guinea,Conakry
GIN,GIN.3_1,Guinea,Faranah
GIN,GIN.4_1,Guinea,Kankan
GIN,GIN.5_1,Guinea,Kindia
GIN,GIN.6_1,Guinea,Labé
GIN,GIN.7_1,Guinea,Mamou
GIN,GIN.8_1,Guinea,Nzérékoré
GUY,GUY.1_1,Guyana,Barima-Waini
GUY,GUY.2_1,Guyana,Cuyuni-Mazaruni
GUY,GUY.3_1,Guyana,Demerara-Mahaica
GUY,GUY.4_1,Guyana,East Berbice-Corentyne
GUY,GUY.5_1,Guyana,Essequibo Islands-West Demerara
GUY,GUY.6_1,Guyana,Mahaica-Berbice
GUY,GUY.7_1,Guyana,Pomeroon-Supenaam
GUY,GUY.8_1,Guyana,Potaro-Siparuni
GUY,GUY.9_1,Guyana,Upper Demerara-Berbice
GUY,GUY.10_1,Guyana,Upper Takutu-Upper Essequibo
HTI,HTI.1_1,Haiti,Centre
HTI,HTI.2_1,Haiti,Grand'Anse
HTI,HTI.3_1,Haiti,L'Artibonite
HTI,HTI.4_1,Haiti,Nippes
HTI,HTI.5_1,Haiti,Nord-Est
HTI,HTI.6_1,Haiti,Nord-Ouest
HTI,HTI.7_1,Haiti,Nord
HTI,HTI.8_1,Haiti,Ouest
HTI,HTI.9_1,Haiti,Sud-Est
HTI,HTI.10_1,Haiti,Sud
HMD,NA,Heard Island and McDonald Islands,NA
HND,HND.1_1,Honduras,Atlántida
HND,HND.2_1,Honduras,Choluteca
HND,HND.3_1,Honduras,Colón
HND,HND.4_1,Honduras,Comayagua
HND,HND.5_1,Honduras,Copán
HND,HND.6_1,Honduras,Cortés
HND,HND.7_1,Honduras,El Paraíso
HND,HND.8_1,Honduras,Francisco Morazán
HND,HND.9_1,Honduras,Gracias a Dios
HND,HND.10_1,Honduras,Intibucá
HND,HND.11_1,Honduras,Islas de la Bahía
HND,HND.12_1,Honduras,La Paz
HND,HND.13_1,Honduras,Lempira
HND,HND.14_1,Honduras,Ocotepeque
HND,HND.15_1,Honduras,Olancho
HND,HND.16_1,Honduras,Santa Bárbara
HND,HND.17_1,Honduras,Valle
HND,HND.18_1,Honduras,Yoro
HKG,HKG.1_1,Hong Kong,Central and Western
HKG,HKG.2_1,Hong Kong,Eastern
HKG,HKG.3_1,Hong Kong,Islands
HKG,HKG.4_1,Hong Kong,Kowloon City
HKG,HKG.5_1,Hong Kong,Kwai Tsing
HKG,HKG.6_1,Hong Kong,Kwun Tong
HKG,HKG.7_1,Hong Kong,North
HKG,HKG.8_1,Hong Kong,Sai Kung
HKG,HKG.9_1,Hong Kong,Sha Tin
HKG,HKG.10_1,Hong Kong,Sham Shui Po
HKG,HKG.11_1,Hong Kong,Southern
HKG,HKG.12_1,Hong Kong,Tai Po
HKG,HKG.13_1,Hong Kong,Tsuen Wan
HKG,HKG.14_1,Hong Kong,Tuen Mun
HKG,HKG.15_1,Hong Kong,Wan Chai
HKG,HKG.16_1,Hong Kong,Wong Tai Sin
HKG,HKG.17_1,Hong Kong,Yau Tsim Mong
HKG,HKG.18_1,Hong Kong,Yuen Long
HUN,HUN.1_1,Hungary,Bács-Kiskun
HUN,HUN.2_1,Hungary,Baranya
HUN,HUN.3_1,Hungary,Békés
HUN,HUN.4_1,Hungary,Borsod-Abaúj-Zemplén
HUN,HUN.5_1,Hungary,Budapest
HUN,HUN.6_1,Hungary,Csongrád
HUN,HUN.7_1,Hungary,Fejér
HUN,HUN.8_1,Hungary,Gyor-Moson-Sopron
HUN,HUN.9_1,Hungary,Hajdú-Bihar
HUN,HUN.10_1,Hungary,Heves
HUN,HUN.11_1,Hungary,Jász-Nagykun-Szolnok
HUN,HUN.12_1,Hungary,Komárom-Esztergom
HUN,HUN.13_1,Hungary,Nógrád
HUN,HUN.14_1,Hungary,Pest
HUN,HUN.15_1,Hungary,Somogy
HUN,HUN.16_1,Hungary,Szabolcs-Szatmár-Bereg
HUN,HUN.17_1,Hungary,Tolna
HUN,HUN.18_1,Hungary,Vas
HUN,HUN.19_1,Hungary,Veszprém
HUN,HUN.20_1,Hungary,Zala
ISL,ISL.1_1,Iceland,Austurland
ISL,ISL.2_1,Iceland,Hálshreppur
ISL,ISL.3_1,Iceland,Höfuðborgarsvæði
ISL,ISL.4_1,Iceland,Norðurland vestra
ISL,ISL.5_1,Iceland,Suðurland
ISL,ISL.6_1,Iceland,Suðurnes
ISL,ISL.7_1,Iceland,Vestfirðir
ISL,ISL.8_1,Iceland,Vesturland
IND,IND.1_1,India,Andaman and Nicobar
IND,IND.2_1,India,Andhra Pradesh
IND,IND.3_1,India,Arunachal Pradesh
IND,IND.4_1,India,Assam
IND,IND.5_1,India,Bihar
IND,IND.6_1,India,Chandigarh
IND,IND.7_1,India,Chhattisgarh
IND,IND.8_1,India,Dadra and Nagar Haveli
IND,IND.9_1,India,Daman and Diu
IND,IND.10_1,India,Goa
IND,IND.11_1,India,Gujarat
IND,IND.12_1,India,Haryana
IND,IND.13_1,India,Himachal Pradesh
IND,IND.14_1,India,Jammu and Kashmir
IND,IND.15_1,India,Jharkhand
IND,IND.16_1,India,Karnataka
IND,IND.17_1,India,Kerala
IND,IND.18_1,India,Lakshadweep
IND,IND.19_1,India,Madhya Pradesh
IND,IND.20_1,India,Maharashtra
IND,IND.21_1,India,Manipur
IND,IND.22_1,India,Meghalaya
IND,IND.23_1,India,Mizoram
IND,IND.24_1,India,Nagaland
IND,IND.25_1,India,NCT of Delhi
IND,IND.26_1,India,Odisha
IND,IND.27_1,India,Puducherry
IND,IND.28_1,India,Punjab
IND,IND.29_1,India,Rajasthan
IND,IND.30_1,India,Sikkim
IND,IND.31_1,India,Tamil Nadu
IND,IND.32_1,India,Telangana
IND,IND.33_1,India,Tripura
IND,IND.34_1,India,Uttar Pradesh
IND,IND.35_1,India,Uttarakhand
IND,IND.36_1,India,West Bengal
IDN,IDN.1_1,Indonesia,Aceh
IDN,IDN.2_1,Indonesia,Bali
IDN,IDN.3_1,Indonesia,Bangka Belitung
IDN,IDN.4_1,Indonesia,Banten
IDN,IDN.5_1,Indonesia,Bengkulu
IDN,IDN.6_1,Indonesia,Gorontalo
IDN,IDN.7_1,Indonesia,Jakarta Raya
IDN,IDN.8_1,Indonesia,Jambi
IDN,IDN.9_1,Indonesia,Jawa Barat
IDN,IDN.10_1,Indonesia,Jawa Tengah
IDN,IDN.11_1,Indonesia,Jawa Timur
IDN,IDN.12_1,Indonesia,Kalimantan Barat
IDN,IDN.13_1,Indonesia,Kalimantan Selatan
IDN,IDN.14_1,Indonesia,Kalimantan Tengah
IDN,IDN.15_1,Indonesia,Kalimantan Timur
IDN,IDN.16_1,Indonesia,Kepulauan Riau
IDN,IDN.17_1,Indonesia,Lampung
IDN,IDN.18_1,Indonesia,Maluku Utara
IDN,IDN.19_1,Indonesia,Maluku
IDN,IDN.20_1,Indonesia,Nusa Tenggara Barat
IDN,IDN.21_1,Indonesia,Nusa Tenggara Timur
IDN,IDN.22_1,Indonesia,Papua Barat
IDN,IDN.23_1,Indonesia,Papua
IDN,IDN.24_1,Indonesia,Riau
IDN,IDN.25_1,Indonesia,Sulawesi Barat
IDN,IDN.26_1,Indonesia,Sulawesi Selatan
IDN,IDN.27_1,Indonesia,Sulawesi Tengah
IDN,IDN.28_1,Indonesia,Sulawesi Tenggara
IDN,IDN.29_1,Indonesia,Sulawesi Utara
IDN,IDN.30_1,Indonesia,Sumatera Barat
IDN,IDN.31_1,Indonesia,Sumatera Selatan
IDN,IDN.32_1,Indonesia,Sumatera Utara
IDN,IDN.33_1,Indonesia,Yogyakarta
IRN,IRN.1_1,Iran,Alborz
IRN,IRN.2_1,Iran,Ardebil
IRN,IRN.3_1,Iran,Bushehr
IRN,IRN.4_1,Iran,Chahar Mahall and Bakhtiari
IRN,IRN.5_1,Iran,East Azarbaijan
IRN,IRN.6_1,Iran,Esfahan
IRN,IRN.7_1,Iran,Fars
IRN,IRN.8_1,Iran,Gilan
IRN,IRN.9_1,Iran,Golestan
IRN,IRN.10_1,Iran,Hamadan
IRN,IRN.11_1,Iran,Hormozgan
IRN,IRN.12_1,Iran,Ilam
IRN,IRN.13_1,Iran,Kerman
IRN,IRN.14_1,Iran,Kermanshah
IRN,IRN.15_1,Iran,Khuzestan
IRN,IRN.16_1,Iran,Kohgiluyeh and Buyer Ahmad
IRN,IRN.17_1,Iran,Kordestan
IRN,IRN.18_1,Iran,Lorestan
IRN,IRN.19_1,Iran,Markazi
IRN,IRN.20_1,Iran,Mazandaran
IRN,IRN.21_1,Iran,North Khorasan
IRN,IRN.22_1,Iran,Qazvin
IRN,IRN.23_1,Iran,Qom
IRN,IRN.24_1,Iran,Razavi Khorasan
IRN,IRN.25_1,Iran,Semnan
IRN,IRN.26_1,Iran,Sistan and Baluchestan
IRN,IRN.27_1,Iran,South Khorasan
IRN,IRN.28_1,Iran,Tehran
IRN,IRN.29_1,Iran,West Azarbaijan
IRN,IRN.30_1,Iran,Yazd
IRN,IRN.31_1,Iran,Zanjan
IRQ,IRQ.1_1,Iraq,Al-Anbar
IRQ,IRQ.2_1,Iraq,Al-Basrah
IRQ,IRQ.3_1,Iraq,Al-Muthannia
IRQ,IRQ.4_1,Iraq,Al-Qadisiyah
IRQ,IRQ.5_1,Iraq,An-Najaf
IRQ,IRQ.6_1,Iraq,Arbil
IRQ,IRQ.7_1,Iraq,As-Sulaymaniyah
IRQ,IRQ.8_1,Iraq,At-Ta'mim
IRQ,IRQ.9_1,Iraq,Babil
IRQ,IRQ.10_1,Iraq,Baghdad
IRQ,IRQ.11_1,Iraq,Dhi-Qar
IRQ,IRQ.12_1,Iraq,Dihok
IRQ,IRQ.13_1,Iraq,Diyala
IRQ,IRQ.14_1,Iraq,Karbala'
IRQ,IRQ.15_1,Iraq,Maysan
IRQ,IRQ.16_1,Iraq,Ninawa
IRQ,IRQ.17_1,Iraq,Sala ad-Din
IRQ,IRQ.18_1,Iraq,Wasit
IRL,IRL.1_1,Ireland,Carlow
IRL,IRL.2_1,Ireland,Cavan
IRL,IRL.3_1,Ireland,Clare
IRL,IRL.4_1,Ireland,Cork
IRL,IRL.5_1,Ireland,Donegal
IRL,IRL.6_1,Ireland,Dublin
IRL,IRL.7_1,Ireland,Galway
IRL,IRL.8_1,Ireland,Kerry
IRL,IRL.9_1,Ireland,Kildare
IRL,IRL.10_1,Ireland,Kilkenny
IRL,IRL.11_1,Ireland,Laoighis
IRL,IRL.12_1,Ireland,Leitrim
IRL,IRL.13_1,Ireland,Limerick
IRL,IRL.14_1,Ireland,Longford
IRL,IRL.15_1,Ireland,Louth
IRL,IRL.16_1,Ireland,Mayo
IRL,IRL.17_1,Ireland,Meath
